awvCreateBus("Data" list(awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<0>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<1>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<2>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<3>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<4>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<5>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<6>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<7>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<8>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<9>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<10>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<11>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<12>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<13>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<14>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<15>" ) nil nil 1.65 nil "centre") ) "Signed Decimal") X,awvCreateBus("Data" list(awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<0>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<1>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<2>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<3>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<4>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<5>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<6>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<7>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<8>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<9>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<10>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<11>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<12>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<13>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<14>" ) nil nil 1.65 nil "centre") awvAnalog2Digital(leafValue( VT("/net11<0:15>") "bit" "/net11<15>" ) nil nil 1.65 nil "centre") ) "Signed Decimal") LogicBus
0.0003829005010250001,1100101001100110
0.0003830005010250001,1100100111110110
0.0003831005010250001,1100100110001001
0.0003832005010250001,1100100100011110
0.0003833005010250001,1100100010110101
0.0003834005010250001,1100100001001111
0.0003835005010250001,1100011111101011
0.0003836005010250001,1100011110001001
0.0003837005010250001,1100011100101001
0.0003838005010250001,1100011011001011
0.0003839005010250001,1100011001110000
0.0003840005010250001,1100011000010111
0.0003841005010250001,1100010111000001
0.0003842005010250001,1100010101101101
0.0003843005010250001,1100010100011011
0.0003844005010250001,1100010011001100
0.0003845005010250001,1100010001111111
0.0003846005010250001,1100010000110100
0.0003847005010250001,1100001111101100
0.0003848005010250001,1100001110100110
0.0003849005010250001,1100001101100011
0.0003850005010250001,1100001100100010
0.0003851005010250001,1100001011100100
0.0003852005010250001,1100001010101000
0.0003853005010250001,1100001001101110
0.0003854005010250001,1100001000110111
0.0003855005010250001,1100001000000011
0.0003856005010250001,1100000111010001
0.0003857005010250001,1100000110100010
0.0003858005010250001,1100000101110101
0.0003859005010250001,1100000101001010
0.0003860005010250001,1100000100100011
0.0003861005010250001,1100000011111101
0.0003862005010250001,1100000011011010
0.0003863005010250001,1100000010111010
0.0003864005010250001,1100000010011101
0.0003865005010250001,1100000010000010
0.0003866005010250001,1100000001101001
0.0003867005010250001,1100000001010011
0.0003868005010250001,1100000001000000
0.0003869005010250001,1100000000101111
0.0003870005010250001,1100000000100001
0.0003871005010250001,1100000000010101
0.0003872005010250001,1100000000001100
0.0003873005010250001,1100000000000110
0.0003874005010250001,1100000000000010
0.0003875005010250001,1100000000000001
0.0003876005010250001,1100000000000010
0.0003877005010250001,1100000000000110
0.0003878005010250001,1100000000001100
0.0003879005010250001,1100000000010101
0.0003880005010250001,1100000000100001
0.0003881005010250001,1100000000101111
0.0003882005010250001,1100000001000000
0.0003883005010250001,1100000001010011
0.0003884005010250001,1100000001101001
0.0003885005010250001,1100000010000010
0.0003886005010250001,1100000010011101
0.0003887005010250001,1100000010111011
0.0003888005010250001,1100000011011011
0.0003889005010250001,1100000011111110
0.0003890005010250001,1100000100100011
0.0003891005010250001,1100000101001011
0.0003892005010250001,1100000101110101
0.0003893005010250001,1100000110100010
0.0003894005010250001,1100000111010010
0.0003895005010250001,1100001000000011
0.0003896005010250001,1100001000111000
0.0003897005010250001,1100001001101111
0.0003898005010250001,1100001010101000
0.0003899005010250001,1100001011100100
0.0003900005010250001,1100001100100011
0.0003901005010250001,1100001101100100
0.0003902005010250001,1100001110100111
0.0003903005010250001,1100001111101101
0.0003904005010250001,1100010000110101
0.0003905005010250001,1100010001111111
0.0003906005010250001,1100010011001100
0.0003907005010250001,1100010100011100
0.0003908005010250001,1100010101101110
0.0003909005010250001,1100010111000010
0.0003910005010250001,1100011000011000
0.0003911005010250001,1100011001110001
0.0003912005010250001,1100011011001100
0.0003913005010250001,1100011100101010
0.0003914005010250001,1100011110001010
0.0003915005010250001,1100011111101100
0.0003916005010250001,1100100001010000
0.0003917005010250001,1100100010110110
0.0003918005010250001,1100100100011111
0.0003919005010250001,1100100110001010
0.0003920005010250001,1100100111111000
0.0003921005010250001,1100101001100111
0.0003922005010250001,1100101011011001
0.0003923005010250001,1100101101001100
0.0003924005010250001,1100101111000010
0.0003925005010250001,1100110000111010
0.0003926005010250001,1100110010110100
0.0003927005010250001,1100110100110000
0.0003928005010250001,1100110110101111
0.0003929005010250001,1100111000101111
0.0003930005010250001,1100111010110001
0.0003931005010250001,1100111100110101
0.0003932005010250001,1100111110111100
0.0003933005010250001,1101000001000100
0.0003934005010250001,1101000011001110
0.0003935005010250001,1101000101011010
0.0003936005010250001,1101000111101000
0.0003937005010250001,1101001001110111
0.0003938005010250001,1101001100001001
0.0003939005010250001,1101001110011100
0.0003940005010250001,1101010000110010
0.0003941005010250001,1101010011001001
0.0003942005010250001,1101010101100001
0.0003943005010250001,1101010111111100
0.0003944005010250001,1101011010011000
0.0003945005010250001,1101011100110110
0.0003946005010250001,1101011111010101
0.0003947005010250001,1101100001110110
0.0003948005010250001,1101100100011001
0.0003949005010250001,1101100110111101
0.0003950005010250001,1101101001100011
0.0003951005010250001,1101101100001010
0.0003952005010250001,1101101110110011
0.0003953005010250001,1101110001011110
0.0003954005010250001,1101110100001001
0.0003955005010250001,1101110110110110
0.0003956005010250001,1101111001100101
0.0003957005010250001,1101111100010101
0.0003958005010250001,1101111111000110
0.0003959005010250001,1110000001111001
0.0003960005010250001,1110000100101100
0.0003961005010250001,1110000111100001
0.0003962005010250001,1110001010011000
0.0003963005010250001,1110001101001111
0.0003964005010250001,1110010000001000
0.0003965005010250001,1110010011000001
0.0003966005010250001,1110010101111100
0.0003967005010250001,1110011000111000
0.0003968005010250001,1110011011110101
0.0003969005010250001,1110011110110011
0.0003970005010250001,1110100001110010
0.0003971005010250001,1110100100110010
0.0003972005010250001,1110100111110011
0.0003973005010250001,1110101010110101
0.0003974005010250001,1110101101110111
0.0003975005010250001,1110110000111011
0.0003976005010250001,1110110011111111
0.0003977005010250001,1110110111000100
0.0003978005010250001,1110111010001001
0.0003979005010250001,1110111101010000
0.0003980005010250001,1111000000010111
0.0003981005010250001,1111000011011111
0.0003982005010250001,1111000110100111
0.0003983005010250001,1111001001110000
0.0003984005010250001,1111001100111001
0.0003985005010250001,1111010000000011
0.0003986005010250001,1111010011001110
0.0003987005010250001,1111010110011001
0.0003988005010250001,1111011001100100
0.0003989005010250001,1111011100110000
0.0003990005010250001,1111011111111100
0.0003991005010250001,1111100011001000
0.0003992005010250001,1111100110010101
0.0003993005010250001,1111101001100010
0.0003994005010250001,1111101100101111
0.0003995005010250001,1111101111111101
0.0003996005010250001,1111110011001010
0.0003997005010250001,1111110110011000
0.0003998005010250001,1111111001100110
0.0003999005010250001,1111111100110100
0.0004000005010250001,0000000000000001
0.0004001005010250001,0000000011001110
0.0004002005010250001,0000000110011100
0.0004003005010250001,0000001001101010
0.0004004005010250001,0000001100111000
0.0004005005010250001,0000010000000101
0.0004006005010250001,0000010011010011
0.0004007005010250001,0000010110100000
0.0004008005010250001,0000011001101101
0.0004009005010250001,0000011100111010
0.0004010005010250001,0000100000000110
0.0004011005010250001,0000100011010010
0.0004012005010250001,0000100110011110
0.0004013005010250001,0000101001101001
0.0004014005010250001,0000101100110100
0.0004015005010250001,0000101111111111
0.0004016005010250001,0000110011001001
0.0004017005010250001,0000110110010010
0.0004018005010250001,0000111001011011
0.0004019005010250001,0000111100100011
0.0004020005010250001,0000111111101011
0.0004021005010250001,0001000010110010
0.0004022005010250001,0001000101111001
0.0004023005010250001,0001001000111110
0.0004024005010250001,0001001100000011
0.0004025005010250001,0001001111000111
0.0004026005010250001,0001010010001011
0.0004027005010250001,0001010101001101
0.0004028005010250001,0001011000001111
0.0004029005010250001,0001011011010000
0.0004030005010250001,0001011110010000
0.0004031005010250001,0001100001001111
0.0004032005010250001,0001100100001101
0.0004033005010250001,0001100111001010
0.0004034005010250001,0001101010000110
0.0004035005010250001,0001101101000000
0.0004036005010250001,0001101111111010
0.0004037005010250001,0001110010110011
0.0004038005010250001,0001110101101010
0.0004039005010250001,0001111000100000
0.0004040005010250001,0001111011010101
0.0004041005010250001,0001111110001001
0.0004042005010250001,0010000000111100
0.0004043005010250001,0010000011101101
0.0004044005010250001,0010000110011101
0.0004045005010250001,0010001001001011
0.0004046005010250001,0010001011111000
0.0004047005010250001,0010001110100100
0.0004048005010250001,0010010001001110
0.0004049005010250001,0010010011110111
0.0004050005010250001,0010010110011111
0.0004051005010250001,0010011001000100
0.0004052005010250001,0010011011101001
0.0004053005010250001,0010011110001011
0.0004054005010250001,0010100000101100
0.0004055005010250001,0010100011001100
0.0004056005010250001,0010100101101010
0.0004057005010250001,0010101000000110
0.0004058005010250001,0010101010100000
0.0004059005010250001,0010101100111001
0.0004060005010250001,0010101111010000
0.0004061005010250001,0010110001100101
0.0004062005010250001,0010110011111000
0.0004063005010250001,0010110110001010
0.0004064005010250001,0010111000011010
0.0004065005010250001,0010111010101000
0.0004066005010250001,0010111100110100
0.0004067005010250001,0010111110111110
0.0004068005010250001,0011000001000110
0.0004069005010250001,0011000011001100
0.0004070005010250001,0011000101010000
0.0004071005010250001,0011000111010010
0.0004072005010250001,0011001001010011
0.0004073005010250001,0011001011010001
0.0004074005010250001,0011001101001101
0.0004075005010250001,0011001111000111
0.0004076005010250001,0011010000111111
0.0004077005010250001,0011010010110101
0.0004078005010250001,0011010100101001
0.0004079005010250001,0011010110011010
0.0004080005010250001,0011011000001010
0.0004081005010250001,0011011001110111
0.0004082005010250001,0011011011100010
0.0004083005010250001,0011011101001011
0.0004084005010250001,0011011110110001
0.0004085005010250001,0011100000010101
0.0004086005010250001,0011100001110111
0.0004087005010250001,0011100011010111
0.0004088005010250001,0011100100110101
0.0004089005010250001,0011100110010000
0.0004090005010250001,0011100111101001
0.0004091005010250001,0011101000111111
0.0004092005010250001,0011101010010011
0.0004093005010250001,0011101011100101
0.0004094005010250001,0011101100110100
0.0004095005010250001,0011101110000001
0.0004096005010250001,0011101111001100
0.0004097005010250001,0011110000010100
0.0004098005010250001,0011110001011010
0.0004099005010250001,0011110010011101
0.0004100005010250001,0011110011011110
0.0004101005010250001,0011110100011100
0.0004102005010250001,0011110101011000
0.0004103005010250001,0011110110010010
0.0004104005010250001,0011110111001001
0.0004105005010250001,0011110111111101
0.0004106005010250001,0011111000101111
0.0004107005010250001,0011111001011110
0.0004108005010250001,0011111010001011
0.0004109005010250001,0011111010110110
0.0004110005010250001,0011111011011101
0.0004111005010250001,0011111100000011
0.0004112005010250001,0011111100100110
0.0004113005010250001,0011111101000110
0.0004114005010250001,0011111101100011
0.0004115005010250001,0011111101111110
0.0004116005010250001,0011111110010111
0.0004117005010250001,0011111110101101
0.0004118005010250001,0011111111000000
0.0004119005010250001,0011111111010001
0.0004120005010250001,0011111111011111
0.0004121005010250001,0011111111101011
0.0004122005010250001,0011111111110100
0.0004123005010250001,0011111111111010
0.0004124005010250001,0011111111111110
0.0004125005010250001,0011111111111111
0.0004126005010250001,0011111111111110
0.0004127005010250001,0011111111111010
0.0004128005010250001,0011111111110100
0.0004129005010250001,0011111111101011
0.0004130005010250001,0011111111011111
0.0004131005010250001,0011111111010001
0.0004132005010250001,0011111111000000
0.0004133005010250001,0011111110101101
0.0004134005010250001,0011111110010111
0.0004135005010250001,0011111101111110
0.0004136005010250001,0011111101100011
0.0004137005010250001,0011111101000101
0.0004138005010250001,0011111100100101
0.0004139005010250001,0011111100000010
0.0004140005010250001,0011111011011101
0.0004141005010250001,0011111010110101
0.0004142005010250001,0011111010001011
0.0004143005010250001,0011111001011110
0.0004144005010250001,0011111000101110
0.0004145005010250001,0011110111111101
0.0004146005010250001,0011110111001000
0.0004147005010250001,0011110110010001
0.0004148005010250001,0011110101011000
0.0004149005010250001,0011110100011100
0.0004150005010250001,0011110011011101
0.0004151005010250001,0011110010011100
0.0004152005010250001,0011110001011001
0.0004153005010250001,0011110000010011
0.0004154005010250001,0011101111001011
0.0004155005010250001,0011101110000001
0.0004156005010250001,0011101100110100
0.0004157005010250001,0011101011100100
0.0004158005010250001,0011101010010010
0.0004159005010250001,0011101000111110
0.0004160005010250001,0011100111101000
0.0004161005010250001,0011100110001111
0.0004162005010250001,0011100100110100
0.0004163005010250001,0011100011010110
0.0004164005010250001,0011100001110110
0.0004165005010250001,0011100000010100
0.0004166005010250001,0011011110110000
0.0004167005010250001,0011011101001010
0.0004168005010250001,0011011011100001
0.0004169005010250001,0011011001110110
0.0004170005010250001,0011011000001000
0.0004171005010250001,0011010110011001
0.0004172005010250001,0011010100100111
0.0004173005010250001,0011010010110100
0.0004174005010250001,0011010000111110
0.0004175005010250001,0011001111000110
0.0004176005010250001,0011001101001100
0.0004177005010250001,0011001011010000
0.0004178005010250001,0011001001010001
0.0004179005010250001,0011000111010001
0.0004180005010250001,0011000101001111
0.0004181005010250001,0011000011001011
0.0004182005010250001,0011000001000100
0.0004183005010250001,0010111110111100
0.0004184005010250001,0010111100110010
0.0004185005010250001,0010111010100110
0.0004186005010250001,0010111000011000
0.0004187005010250001,0010110110001001
0.0004188005010250001,0010110011110111
0.0004189005010250001,0010110001100100
0.0004190005010250001,0010101111001110
0.0004191005010250001,0010101100110111
0.0004192005010250001,0010101010011111
0.0004193005010250001,0010101000000100
0.0004194005010250001,0010100101101000
0.0004195005010250001,0010100011001010
0.0004196005010250001,0010100000101011
0.0004197005010250001,0010011110001010
0.0004198005010250001,0010011011100111
0.0004199005010250001,0010011001000011
0.0004200005010250001,0010010110011101
0.0004201005010250001,0010010011110110
0.0004202005010250001,0010010001001101
0.0004203005010250001,0010001110100010
0.0004204005010250001,0010001011110111
0.0004205005010250001,0010001001001010
0.0004206005010250001,0010000110011011
0.0004207005010250001,0010000011101011
0.0004208005010250001,0010000000111010
0.0004209005010250001,0001111110000111
0.0004210005010250001,0001111011010100
0.0004211005010250001,0001111000011111
0.0004212005010250001,0001110101101000
0.0004213005010250001,0001110010110001
0.0004214005010250001,0001101111111000
0.0004215005010250001,0001101100111111
0.0004216005010250001,0001101010000100
0.0004217005010250001,0001100111001000
0.0004218005010250001,0001100100001011
0.0004219005010250001,0001100001001101
0.0004220005010250001,0001011110001110
0.0004221005010250001,0001011011001110
0.0004222005010250001,0001011000001101
0.0004223005010250001,0001010101001011
0.0004224005010250001,0001010010001001
0.0004225005010250001,0001001111000101
0.0004226005010250001,0001001100000001
0.0004227005010250001,0001001000111100
0.0004228005010250001,0001000101110111
0.0004229005010250001,0001000010110000
0.0004230005010250001,0000111111101001
0.0004231005010250001,0000111100100001
0.0004232005010250001,0000111001011001
0.0004233005010250001,0000110110010000
0.0004234005010250001,0000110011000111
0.0004235005010250001,0000101111111101
0.0004236005010250001,0000101100110010
0.0004237005010250001,0000101001100111
0.0004238005010250001,0000100110011100
0.0004239005010250001,0000100011010000
0.0004240005010250001,0000100000000100
0.0004241005010250001,0000011100111000
0.0004242005010250001,0000011001101011
0.0004243005010250001,0000010110011110
0.0004244005010250001,0000010011010001
0.0004245005010250001,0000010000000011
0.0004246005010250001,0000001100110110
0.0004247005010250001,0000001001101000
0.0004248005010250001,0000000110011010
0.0004249005010250001,0000000011001100
0.0004250005010250001,1111111111111111
0.0004251005010250001,1111111100110010
0.0004252005010250001,1111111001100100
0.0004253005010250001,1111110110010110
0.0004254005010250001,1111110011001000
0.0004255005010250001,1111101111111011
0.0004256005010250001,1111101100101101
0.0004257005010250001,1111101001100000
0.0004258005010250001,1111100110010011
0.0004259005010250001,1111100011000110
0.0004260005010250001,1111011111111010
0.0004261005010250001,1111011100101110
0.0004262005010250001,1111011001100010
0.0004263005010250001,1111010110010111
0.0004264005010250001,1111010011001100
0.0004265005010250001,1111010000000001
0.0004266005010250001,1111001100110111
0.0004267005010250001,1111001001101110
0.0004268005010250001,1111000110100101
0.0004269005010250001,1111000011011101
0.0004270005010250001,1111000000010101
0.0004271005010250001,1110111101001110
0.0004272005010250001,1110111010000111
0.0004273005010250001,1110110111000010
0.0004274005010250001,1110110011111101
0.0004275005010250001,1110110000111001
0.0004276005010250001,1110101101110101
0.0004277005010250001,1110101010110011
0.0004278005010250001,1110100111110001
0.0004279005010250001,1110100100110000
0.0004280005010250001,1110100001110000
0.0004281005010250001,1110011110110001
0.0004282005010250001,1110011011110011
0.0004283005010250001,1110011000110110
0.0004284005010250001,1110010101111010
0.0004285005010250001,1110010011000000
0.0004286005010250001,1110010000000110
0.0004287005010250001,1110001101001101
0.0004288005010250001,1110001010010110
0.0004289005010250001,1110000111100000
0.0004290005010250001,1110000100101011
0.0004291005010250001,1110000001110111
0.0004292005010250001,1101111111000100
0.0004293005010250001,1101111100010011
0.0004294005010250001,1101111001100011
0.0004295005010250001,1101110110110101
0.0004296005010250001,1101110100001000
0.0004297005010250001,1101110001011100
0.0004298005010250001,1101101110110010
0.0004299005010250001,1101101100001001
0.0004300005010250001,1101101001100001
0.0004301005010250001,1101100110111100
0.0004302005010250001,1101100100010111
0.0004303005010250001,1101100001110101
0.0004304005010250001,1101011111010100
0.0004305005010250001,1101011100110100
0.0004306005010250001,1101011010010110
0.0004307005010250001,1101010111111010
0.0004308005010250001,1101010101100000
0.0004309005010250001,1101010011000111
0.0004310005010250001,1101010000110000
0.0004311005010250001,1101001110011011
0.0004312005010250001,1101001100001000
0.0004313005010250001,1101001001110110
0.0004314005010250001,1101000111100110
0.0004315005010250001,1101000101011000
0.0004316005010250001,1101000011001100
0.0004317005010250001,1101000001000010
0.0004318005010250001,1100111110111010
0.0004319005010250001,1100111100110100
0.0004320005010250001,1100111010110000
0.0004321005010250001,1100111000101110
0.0004322005010250001,1100110110101101
0.0004323005010250001,1100110100101111
0.0004324005010250001,1100110010110011
0.0004325005010250001,1100110000111001
0.0004326005010250001,1100101111000001
0.0004327005010250001,1100101101001011
0.0004328005010250001,1100101011010111
0.0004329005010250001,1100101001100110
0.0004330005010250001,1100100111110110
0.0004331005010250001,1100100110001001
0.0004332005010250001,1100100100011110
0.0004333005010250001,1100100010110101
0.0004334005010250001,1100100001001111
0.0004335005010250001,1100011111101011
0.0004336005010250001,1100011110001001
0.0004337005010250001,1100011100101001
0.0004338005010250001,1100011011001011
0.0004339005010250001,1100011001110000
0.0004340005010250001,1100011000010111
0.0004341005010250001,1100010111000001
0.0004342005010250001,1100010101101101
0.0004343005010250001,1100010100011011
0.0004344005010250001,1100010011001100
0.0004345005010250001,1100010001111111
0.0004346005010250001,1100010000110100
0.0004347005010250001,1100001111101100
0.0004348005010250001,1100001110100110
0.0004349005010250001,1100001101100011
0.0004350005010250001,1100001100100010
0.0004351005010250001,1100001011100100
0.0004352005010250001,1100001010101000
0.0004353005010250001,1100001001101110
0.0004354005010250001,1100001000110111
0.0004355005010250001,1100001000000011
0.0004356005010250001,1100000111010001
0.0004357005010250001,1100000110100010
0.0004358005010250001,1100000101110101
0.0004359005010250001,1100000101001010
0.0004360005010250001,1100000100100011
0.0004361005010250001,1100000011111101
0.0004362005010250001,1100000011011010
0.0004363005010250001,1100000010111010
0.0004364005010250001,1100000010011101
0.0004365005010250001,1100000010000010
0.0004366005010250001,1100000001101001
0.0004367005010250001,1100000001010011
0.0004368005010250001,1100000001000000
0.0004369005010250001,1100000000101111
0.0004370005010250001,1100000000100001
0.0004371005010250001,1100000000010101
0.0004372005010250001,1100000000001100
0.0004373005010250001,1100000000000110
0.0004374005010250001,1100000000000010
0.0004375005010250001,1100000000000001
0.0004376005010250001,1100000000000010
0.0004377005010250001,1100000000000110
0.0004378005010250001,1100000000001100
0.0004379005010250001,1100000000010101
0.0004380005010250001,1100000000100001
0.0004381005010250001,1100000000101111
0.0004382005010250001,1100000001000000
0.0004383005010250001,1100000001010011
0.0004384005010250001,1100000001101001
0.0004385005010250001,1100000010000010
0.0004386005010250001,1100000010011101
0.0004387005010250001,1100000010111011
0.0004388005010250001,1100000011011011
0.0004389005010250001,1100000011111110
0.0004390005010250001,1100000100100011
0.0004391005010250001,1100000101001011
0.0004392005010250001,1100000101110101
0.0004393005010250001,1100000110100010
0.0004394005010250001,1100000111010010
0.0004395005010250001,1100001000000011
0.0004396005010250001,1100001000111000
0.0004397005010250001,1100001001101111
0.0004398005010250001,1100001010101000
0.0004399005010250001,1100001011100100
0.0004400005010250001,1100001100100011
0.0004401005010250001,1100001101100100
0.0004402005010250001,1100001110100111
0.0004403005010250001,1100001111101101
0.0004404005010250001,1100010000110101
0.0004405005010250001,1100010001111111
0.0004406005010250001,1100010011001100
0.0004407005010250001,1100010100011100
0.0004408005010250001,1100010101101110
0.0004409005010250001,1100010111000010
0.0004410005010250001,1100011000011000
0.0004411005010250001,1100011001110001
0.0004412005010250001,1100011011001100
0.0004413005010250001,1100011100101010
0.0004414005010250001,1100011110001010
0.0004415005010250001,1100011111101100
0.0004416005010250001,1100100001010000
0.0004417005010250001,1100100010110110
0.0004418005010250001,1100100100011111
0.0004419005010250001,1100100110001010
0.0004420005010250001,1100100111111000
0.0004421005010250001,1100101001100111
0.0004422005010250001,1100101011011001
0.0004423005010250001,1100101101001100
0.0004424005010250001,1100101111000010
0.0004425005010250001,1100110000111010
0.0004426005010250001,1100110010110100
0.0004427005010250001,1100110100110000
0.0004428005010250001,1100110110101111
0.0004429005010250001,1100111000101111
0.0004430005010250001,1100111010110001
0.0004431005010250001,1100111100110101
0.0004432005010250001,1100111110111100
0.0004433005010250001,1101000001000100
0.0004434005010250001,1101000011001110
0.0004435005010250001,1101000101011010
0.0004436005010250001,1101000111101000
0.0004437005010250001,1101001001110111
0.0004438005010250001,1101001100001001
0.0004439005010250001,1101001110011100
0.0004440005010250001,1101010000110010
0.0004441005010250001,1101010011001001
0.0004442005010250001,1101010101100001
0.0004443005010250001,1101010111111100
0.0004444005010250001,1101011010011000
0.0004445005010250001,1101011100110110
0.0004446005010250001,1101011111010101
0.0004447005010250001,1101100001110110
0.0004448005010250001,1101100100011001
0.0004449005010250001,1101100110111101
0.0004450005010250001,1101101001100011
0.0004451005010250001,1101101100001010
0.0004452005010250001,1101101110110011
0.0004453005010250001,1101110001011110
0.0004454005010250001,1101110100001001
0.0004455005010250001,1101110110110110
0.0004456005010250001,1101111001100101
0.0004457005010250001,1101111100010101
0.0004458005010250001,1101111111000110
0.0004459005010250001,1110000001111001
0.0004460005010250001,1110000100101100
0.0004461005010250001,1110000111100001
0.0004462005010250001,1110001010011000
0.0004463005010250001,1110001101001111
0.0004464005010250001,1110010000001000
0.0004465005010250001,1110010011000001
0.0004466005010250001,1110010101111100
0.0004467005010250001,1110011000111000
0.0004468005010250001,1110011011110101
0.0004469005010250001,1110011110110011
0.0004470005010250001,1110100001110010
0.0004471005010250001,1110100100110010
0.0004472005010250001,1110100111110011
0.0004473005010250001,1110101010110101
0.0004474005010250001,1110101101110111
0.0004475005010250001,1110110000111011
0.0004476005010250001,1110110011111111
0.0004477005010250001,1110110111000100
0.0004478005010250001,1110111010001001
0.0004479005010250001,1110111101010000
0.0004480005010250001,1111000000010111
0.0004481005010250001,1111000011011111
0.0004482005010250001,1111000110100111
0.0004483005010250001,1111001001110000
0.0004484005010250001,1111001100111001
0.0004485005010250001,1111010000000011
0.0004486005010250001,1111010011001110
0.0004487005010250001,1111010110011001
0.0004488005010250001,1111011001100100
0.0004489005010250001,1111011100110000
0.0004490005010250001,1111011111111100
0.0004491005010250001,1111100011001000
0.0004492005010250001,1111100110010101
0.0004493005010250001,1111101001100010
0.0004494005010250001,1111101100101111
0.0004495005010250001,1111101111111101
0.0004496005010250001,1111110011001010
0.0004497005010250001,1111110110011000
0.0004498005010250001,1111111001100110
0.0004499005010250001,1111111100110100
0.0004500005010250001,0000000000000001
0.0004501005010250001,0000000011001110
0.0004502005010250001,0000000110011100
0.0004503005010250001,0000001001101010
0.0004504005010250001,0000001100111000
0.0004505005010250001,0000010000000101
0.0004506005010250001,0000010011010011
0.0004507005010250001,0000010110100000
0.0004508005010250001,0000011001101101
0.0004509005010250001,0000011100111010
0.0004510005010250001,0000100000000110
0.0004511005010250001,0000100011010010
0.0004512005010250001,0000100110011110
0.0004513005010250001,0000101001101001
0.0004514005010250001,0000101100110100
0.0004515005010250001,0000101111111111
0.0004516005010250001,0000110011001001
0.0004517005010250001,0000110110010010
0.0004518005010250001,0000111001011011
0.0004519005010250001,0000111100100011
0.0004520005010250001,0000111111101011
0.0004521005010250001,0001000010110010
0.0004522005010250001,0001000101111001
0.0004523005010250001,0001001000111110
0.0004524005010250001,0001001100000011
0.0004525005010250001,0001001111000111
0.0004526005010250001,0001010010001011
0.0004527005010250001,0001010101001101
0.0004528005010250001,0001011000001111
0.0004529005010250001,0001011011010000
0.0004530005010250001,0001011110010000
0.0004531005010250001,0001100001001111
0.0004532005010250001,0001100100001101
0.0004533005010250001,0001100111001010
0.0004534005010250001,0001101010000110
0.0004535005010250001,0001101101000000
0.0004536005010250001,0001101111111010
0.0004537005010250001,0001110010110011
0.0004538005010250001,0001110101101010
0.0004539005010250001,0001111000100000
0.0004540005010250001,0001111011010101
